Name,Country,Position,Age,Overall_Rating,Future Potential,Team,Value Per M$,Total_Stats Score
Maksim Mukhin,Russia,CM,19,68,79,CSKA Moskva,2.5,1835
Tim Latteier,Germany,CAM,22,60,68,Bayreuth,0.55,1695
Williams Lugo,Venezuela,CM,25,66,69,Academia Puerto Cabello,1,1656
Ayom Majok,South Sudan,ST,19,52,66,Brisbane Roar,0.19,1383
Kendrys Silva,Venezuela,RM,28,69,69,Academia Puerto Cabello,1.3,1735
Jean Franco Fuentes,Venezuela,LB,25,69,74,Rionegro Águilas,1.8,1626
Adrián Villalobos,Mexico,CM,22,59,65,Guadalajara,0.35,1569
Luis Olivas,Mexico,CB,21,62,74,Guadalajara,0.925,1501
Antonio Stan,Romania,LWB,21,56,67,Voluntari,0.325,1438
Adrian Dorobantu,Romania,CF,21,52,61,Voluntari,0.18,1370
Ignacio De Arruabarrena,Uruguay,GK,25,73,78,Arouca,3.6,1037
Bruno Veglio,Uruguay,RM,24,66,73,Wanderers,1.7,1737
Nicolás Quagliata,Uruguay,LW,23,69,75,PAOK,2.2,1697
Noel Hansson,Sweden,CB,18,55,68,Sirius,0.275,1233
Adrián Sánchez,Argentina,RM,23,66,73,Atlético Tucumán,1.7,1679
Enzo Borges,Uruguay,ST,33,67,67,Cerro Largo,0.65,1470
Sergio Montero,Uruguay,RB,24,60,65,Cerro Largo,0.35,1421
Óscar Mingueza García,Spain,CB,23,73,80,Celta de Vigo,6,1770
Héctor Espínola,Paraguay,GK,30,66,66,Nacional Asunción,0.575,962
Aquilino Giménez,Paraguay,RB,29,64,64,Guaireña,0.525,1445
Luis Colmán,Paraguay,CB,28,63,63,Guaireña,0.425,1352
Ángel Martínez,Paraguay,RB,33,64,64,Sportivo Ameliano,0.3,1494
Ignacio Jara,Chile,LW,25,67,70,Unión Española,1.3,1653
José Verdún,Paraguay,ST,32,67,67,Sol de América,0.825,1461
Adrian Șter,Romania,ST,22,52,62,Hermannstadt,0.18,1325
Valentin Mărgărit,Romania,GK,17,50,70,Rapid Bucuresti,0.11,928
Murthada Al Khadrawi,Saudi Arabia,CB,21,50,58,Al Fateh,0.1,1311
Carlos Duarte,Paraguay,ST,39,65,65,Guaireña,0.24,1493
Oscar Toledo,Paraguay,GK,23,59,68,Guaireña,0.425,971
Pedro Delvalle,Paraguay,LW,28,67,67,Sol de América,1,1623
Rosalino Toledo,Paraguay,CM,32,66,66,Guaireña,0.675,1722
Gustavo Villamayor,Paraguay,CB,29,64,64,Deportivo Binacional,0.5,1376
Mamadou Diaw,Senegal,LM,21,59,69,Aalesund,0.5,1548
Andres Jasson,United States,RB,20,59,71,New York City,0.55,1463
Kemehlo Nguena,France,CM,19,55,69,Troyes,0.275,1499
Felix Gebhardt,Germany,GK,20,65,76,Hallescher FC,1.4,1143
Carmine Chiappetta,Switzerland,LM,19,56,73,Winterthur,0.375,1367
Edilson Cabeza,Ecuador,CB,18,59,70,LDU Quito,0.45,1352
Filippo Tripi,Italy,CDM,20,62,77,Roma,0.9,1502
Daniel Bouman,Australia,CAM,23,57,63,Central Coast Mariners,0.25,1457
Charles M'Mombwa,Congo DR,CDM,24,60,64,Macarthur,0.35,1702
Yianni Nicolaou,Australia,LWB,20,52,66,Macarthur,0.18,1263
Lachlan Rose,Australia,RM,23,60,64,Macarthur,0.35,1689
Vikram Singh,India,LW,20,56,64,Mumbai City,0.325,1414
Phurba Lachenpa,India,GK,24,56,62,Mumbai City,0.18,882
Mehtab Singh,India,RB,24,57,63,Mumbai City,0.24,1293
Vikram Singh,India,GK,27,49,52,Mumbai City,0.045,802
Mirshad Michu,India,GK,28,54,56,NorthEast United,0.09,849
Sankar Roy,India,GK,26,52,56,East Bengal,0.09,845
Haobam Singh,India,CM,18,47,64,East Bengal,0.12,1371
Wahengbam Angousana,India,CM,26,53,54,East Bengal,0.11,1396
Dylan Perera Plasencia,Spain,CM,19,61,73,Tenerife,0.775,1684
Mohammed Irshad,India,CM,27,53,54,NorthEast United,0.1,1458
Loken Meitei,India,LM,24,50,53,East Bengal,0.06,1216
Girik Khosla,India,CF,25,50,53,East Bengal,0.06,1295
Harmanpreet Singh,India,ST,20,48,56,Bengaluru,0.1,1192
Tommaso Centinaro,Italy,CM,17,50,68,Lugano,0.12,1422
Ibrahim Diabate,Côte d'Ivoire,ST,22,63,72,Mallorca,1.1,1517
Berat Kalkan,North Macedonia,LM,19,57,71,Kasımpaşa,0.4,1437
Emiliano Gómez,Uruguay,LM,18,63,77,Albacete,1.1,1504
Lukas Hoffmann,Germany,GK,16,49,65,Saarbrücken,0.1,858
Félix Alonso Expósito,Spain,CDM,20,62,74,Tenerife,0.95,1686
Lalhrezuala Sailung,India,CDM,21,51,61,Odisha FC,0.13,1371
Valdemar Lund,Denmark,CB,19,64,78,København,1.3,1585
Namgyal Bhutia,India,RW,22,52,59,Bengaluru,0.15,1439
Fin Stevens,Wales,RWB,19,62,77,Brentford,0.9,1611
Thomas Aquilina,Australia,LB,21,62,70,Newcastle Jets,0.85,1437
Manuel Heredia,Peru,GK,35,66,66,Carlos Manucci,0.09,910
Henrik Kjeilen Steinseide,Norway,CB,17,52,66,Brann,0.17,1274
Leandro Andrade Silva,Brazil,CB,24,69,75,Marítimo,2,1554
Kevin Manuel Moreno,Peru,LB,24,66,72,Carlos Manucci,1.3,1490
Tarek Carranza,Peru,CDM,30,65,65,Sport Boys,0.675,1688
Hamid Ishola,England,ST,18,50,67,Peterborough United,0.12,1275
Deian Verón,Argentina,CM,21,62,70,Estudiantes,0.9,1695
David Rodríguez Ramos,Spain,CB,22,64,72,Tenerife,1.3,1641
Kosei Suwama,Japan,CB,17,55,71,Yokohama F. Marinos,0.3,1292
Jean Arce,Colombia,CAM,18,58,77,Deportivo Cali,0.525,1510
Luis Valverde,Peru,CB,20,61,71,Universitario,0.675,1419
Diego Alonso Romero,Peru,GK,20,63,72,Universitario,0.9,889
Federico Alonso,Uruguay,CB,30,67,67,Universitario,0.825,1368
Carlos Cabello,Peru,RB,24,66,71,César Vallejo,1.2,1500
Dylan Berry,England,GK,18,50,67,Norwich City,0.1,811
Jhon Marchán,Venezuela,RM,23,66,69,Metropolitanos,1.2,1512
Jhilmar Lobatón,Peru,LM,24,62,65,Sport Boys,0.55,1494
Jaime Villamil,Bolivia,LWB,29,62,62,Blooming,0.35,1462
Jeyson Chura,Bolivia,RM,20,65,75,The Strongest,1.6,1530
Des Kunst,Netherlands,ST,22,60,67,Varberg BoIS,0.5,1477
Hugo Landivar,Bolivia,GK,22,61,69,The Strongest,0.65,853
Franz Gonzáles,Bolivia,CDM,21,66,76,Platense,1.9,1659
Matías Romero,Bolivia,ST,20,58,68,Independiente Petrolero,0.45,1398
Dominik Yankov,Bulgaria,LM,19,53,67,Bulgaria,0,1498
Lewis Johnson,England,ST,18,52,69,Milton Keynes Dons,0.2,1354
Patrick Wood,Australia,ST,19,60,71,Sydney,0.525,1577
Levi Kaye,Australia,GK,20,50,60,Macarthur,0.09,828
Antonio Sola Villalba,Spain,LM,21,62,73,Real Zaragoza,0.85,1543
Javier Hernández Tarroc,Spain,CB,21,62,72,Real Zaragoza,0.825,1428
Gonzalo Álvarez,Chile,RW,25,63,64,Audax Italiano,0.575,1492
Wouter George,Belgium,CM,19,59,70,Gent,0.475,1566
Franco Pérez,Uruguay,CF,19,63,75,Rentistas,1.1,1777
Bryan Bautista,Uruguay,RB,23,53,59,Rentistas,0.14,1292
Lucas Wolf,Germany,CM,20,59,67,Holstein Kiel,0.5,1444
Andreas Pyndt,Denmark,CAM,20,55,66,Brøndby,0.275,1504
Mashoor Shereef,India,CB,29,54,54,NorthEast United,0.09,1493
Boris Singh,India,LM,22,56,65,Jamshedpur,0.325,1528
Engson Singh,India,CM,19,47,59,ATK Mohun Bagan,0.11,1319
Fardin Ali Molla,India,CF,20,50,63,ATK Mohun Bagan,0.11,1247
Guoyu Lin,China PR,CB,21,51,59,Shandong Taishan,0.12,1155
Abudulam Abdurasul,China PR,CM,20,48,62,Shandong Taishan,0.11,1358
Lucas Ørneborg,Denmark,LW,17,51,65,Lyngby,0.13,1293
Phillip Cancar,Australia,CB,21,60,69,Newcastle Jets,0.525,1401
Michaël Mulder,Israel,CB,19,58,73,ADO Den Haag,0.45,1554
Renzo Garcés,Peru,CB,26,68,70,César Vallejo,1.3,1517
Frank Ysique,Peru,CM,26,68,71,César Vallejo,1.6,1673
Franchesco Flores,Peru,CAM,21,61,75,César Vallejo,0.8,1543
Erick Morillo,Peru,RM,22,64,73,César Vallejo,1.3,1471
Raziel García,Peru,LM,28,68,68,Deportes Tolima,1.2,1791
Eyüp Akcan,Turkey,CM,18,55,75,Fenerbahçe,0.35,1551
Alexandre Pierre,Haiti,GK,21,58,70,Strasbourg,0.45,890
Ryan Duncan,Scotland,LW,18,54,74,Aberdeen,0.3,1421
Yahya Soumaré,France,LW,22,63,74,Olympique Lyonnais,1.1,1529
Emmanuel Igbonekwu,Nigeria,ST,18,56,70,Hartberg,0.325,1413
Max Bruns,Netherlands,CB,19,62,73,FC Twente,0.8,1606
Check Oumar Diakité,France,CDM,19,67,79,Le Havre,2.4,1761
Luka Marić,Austria,GK,18,57,73,Sturm Graz,0.375,924
Jayden Braaf,Netherlands,LW,19,66,78,Hellas Verona,2,1767
Emanuel Beltrán,Uruguay,RM,23,64,71,Estudiantes,1.1,1510
Mauro Brasil,Uruguay,RB,22,62,73,Cerro Largo,0.825,1315
Ángel Cayetano,Uruguay,CB,30,63,63,Universitario,0.4,1488
Uğur Kaan Yıldız,Turkey,RB,17,57,73,Fenerbahçe,0.4,1391
Samuel Wikman,Sweden,CAM,20,55,68,Sirius,0.3,1461
Erik Langwagen,Sweden,CB,16,50,65,Sirius,0.1,1184
Brian Calderara,Argentina,LM,24,68,73,Barracas Central,1.7,1598
Carlos Javier González,Paraguay,ST,31,54,54,Sportivo Luqueño,0.09,1384
Emmanuel Morales,Paraguay,LM,23,57,63,Sportivo Luqueño,0.25,1379
Juanito Alfonso,Paraguay,GK,32,63,63,General Caballero JLM,0.24,894
Nicolás Castro,Argentina,CM,21,69,78,Genk,3.1,1747
Andrés Duarte,Paraguay,CB,24,57,61,Sportivo Luqueño,0.22,1369
Hugo Aquino,Paraguay,LB,27,57,57,Sportivo Luqueño,0.16,1371
Rob Apter,Scotland,CM,19,52,71,Blackpool,0.21,1409
John Anderson Souza Fonseca,Brazil,CAM,24,56,61,Voluntari,0.22,1381
Joel Aquino,Paraguay,LM,18,53,67,Sportivo Luqueño,0.22,1304
Manuel Angiulli,Belgium,CB,25,51,54,CSM Politehnica Iași,0.07,1226
Sebastián Maldonado,Paraguay,CM,20,53,61,Sportivo Luqueño,0.2,1453
Jair Ferreira,Uruguay,RB,21,52,62,River Plate,0.17,1283
Roberto Carlos Hernández,Uruguay,CB,26,55,56,Sportivo Luqueño,0.13,1255
Joaquín Aravena,Chile,CM,19,53,60,Unión La Calera,0.18,1442
Bastián Roco,Chile,CB,17,56,70,Huachipato,0.3,1340
Álvaro Gutiérrez Custodio,Spain,CM,21,60,64,Fuenlabrada,0.35,1599
José Blanco López,Spain,CM,20,53,60,Deportivo Alavés,0.18,1474
Sergi García Pérez,Spain,CM,23,62,70,Albacete,0.875,1636
Marcos García Trabanco,Spain,RB,21,63,74,Sporting Gijón,1.1,1616
David Argüelles Álvarez,Spain,LB,20,61,73,Sporting Gijón,0.75,1541
Sergio Santos Fernández,Spain,RWB,21,62,73,Mirandés,0.85,1506
Alfonso Pastor Vacas,Spain,GK,21,62,72,Sevilla,0.775,870
Sergio Arratia Lechosa,Spain,CM,21,61,72,Rayo Vallecano,0.725,1607
Mustapha Sangaré,France,ST,23,61,66,Amiens SC,0.5,1458
Juan Román Pucheta,Argentina,ST,17,60,73,Argentinos Juniors,0.575,1411
Domenic Costanzo,Australia,LW,18,55,65,Adelaide United,0.275,1478
Mateo Coronel,Argentina,LM,23,68,75,Atlético Tucumán,2.4,1764
Sebastian Guerra,Colombia,GK,19,56,68,Atlético Nacional,0.3,839
Ewil Murillo,Colombia,CB,22,61,66,Atlético Nacional,0.45,1526
Emerson Rodríguez,Colombia,RM,21,64,71,Inter Miami,1.2,1482
Carlos Lucumí,Colombia,ST,22,64,74,Deportivo Cali,1.3,1493
Yimy Gamero,Peru,CDM,20,65,74,Melgar,1.6,1676
Ian Ronaldo Toro,Chile,CM,17,49,65,Universidad Católica,0.12,1401
Aaron Astudillo,Venezuela,RB,22,56,66,Universidad Católica,0.3,1361
Patricio Flores,Chile,CB,20,59,68,Unión La Calera,0.45,1330
Rodrigo Sandoval,Chile,CM,19,51,62,Universidad Católica,0.13,1398
Martín Ballesteros,Chile,GK,20,58,73,Universidad Católica,0.425,1092
Chituru Odunze,United States,GK,17,56,74,Leicester City,0.325,872
Billu Teli,India,CM,22,47,55,Jamshedpur,0.1,1370
Naorem Mahesh Singh,India,RM,23,56,62,East Bengal,0.23,1398
Ayush Adhikari,India,CM,21,53,64,Kerala Blasters,0.21,1505
Daan Rots,Netherlands,ST,20,67,75,FC Twente,2.2,1688
Joaquín Montecinos,Chile,LW,25,73,74,Tijuana,3.6,1935
Szymon Pankiewicz,Poland,RB,19,53,64,Jagiellonia Białystok,0.19,1427
Abdullah Şahindere,Turkey,CB,17,55,76,Gençlerbirliği,0.375,1290
Carlos Harvey,Panama,CM,22,54,63,LA Galaxy,0.24,1470
Felipe García,Mexico,LM,21,58,68,Atlético San Luis,0.45,1425
Kevin Ortega,Mexico,CM,18,58,71,Pachuca,0.475,1566
Eduardo Mustre,Mexico,ST,17,59,70,Pachuca,0.475,1410
René López,Mexico,RB,18,59,71,Pachuca,0.5,1430
Braian Aguirre,Argentina,RM,21,68,76,Lanús,2.6,1699
Luis Calzadilla,Mexico,CM,21,56,64,Atlético San Luis,0.325,1520
Salomón Rodríguez,Uruguay,ST,22,69,74,Godoy Cruz,2.2,1680
Ángel Jiménez Gallego,Spain,GK,20,63,76,Granada,1,936
Sergio Barcia Larenxeira,Spain,RB,21,62,72,Celta de Vigo,0.825,1489
Ismael Ruiz Sánchez,Spain,CDM,21,64,74,UD Ibiza,1.3,1674
Santiago Úbeda,Argentina,CM,24,54,60,Sol de América,0.17,1457
Richard Franco,Paraguay,CM,27,69,70,Sol de América,1.4,1578
Juan David Cuesta,Colombia,LWB,22,55,63,Sol de América,0.275,1384
Michele Cordi,Italy,GK,20,53,63,Paderborn,0.18,791
Lautaro Palacios,Argentina,ST,27,70,71,Al Adalah,1.9,1580
Álvaro Campuzano,Paraguay,CDM,27,65,68,Libertad,0.825,1636
Kaique Vergilio da Silva,Brazil,LW,24,62,65,Fénix,0.55,1506
Álvaro Juan De la Torre Sánchez,Spain,LM,20,61,73,Alcorcón,0.8,1604
Dimitri Sea,France,ST,20,57,61,Barrow,0.23,1413
Thierno Thioub,Senegal,ST,22,60,68,Pau,0.55,1432
Eduardo Viaña Campuzano,Spain,RB,20,60,73,Alcorcón,0.6,1602
Javier Llario Moscardó,Spain,LM,22,60,69,Alcorcón,0.55,1514
Aitor González Ramírez,Spain,CM,19,59,75,Alcorcón,0.575,1632
Bruno Iglesias Lois,Spain,CAM,19,60,80,Real Madrid,0.7,1601
Israel Salazar Piriz,Spain,ST,18,60,80,Real Madrid,0.675,1381
Ahmed Al Ghamdi,Saudi Arabia,RM,20,59,70,Al Ettifaq,0.5,1556
Fahad Al Dawsari,Saudi Arabia,LM,20,52,66,Al Ettifaq,0.18,1448
Marcelo Pitaluga,Brazil,GK,18,57,77,Liverpool,0.4,884
Matías Segovia,Paraguay,RM,19,62,74,Guaraní,0.95,1412
Jesús Llano,Paraguay,CM,19,50,66,Guaraní,0.12,1414
Nicolás Díaz García,Chile,LB,21,52,63,Coquimbo Unido,0.17,1277
Diego Cor,Uruguay,ST,19,58,68,Liverpool,0.45,1362
Oscar Aravena,Chile,ST,18,51,66,Unión La Calera,0.14,1245
Fabián Peñaloza,Chile,GK,18,51,58,Unión La Calera,0.09,822
Nicolás Aedo,Chile,CM,19,52,62,Audax Italiano,0.17,1376
Kai Fotheringham,Scotland,CAM,19,55,71,Dundee United,0.325,1449
Adam Hutchinson,Scotland,CB,17,51,73,Dundee United,0.17,1235
Anthony Dekono,France,LB,19,58,67,PEC Zwolle,0.425,1418
Rav van den Berg,Netherlands,CB,16,60,81,PEC Zwolle,0.725,1394
Tijs Velthuis,Netherlands,CB,18,58,70,AZ Alkmaar,0.45,1351
Wilson Harris,United States,ST,21,57,68,Sporting KC,0.375,1369
Cristopher Medina,Chile,RB,21,59,69,Everton,0.5,1494
Mubarak Al Shuwayshi,Saudi Arabia,CDM,21,52,58,Al Feiha,0.12,1385
Jesús Arancibia,Chile,CM,18,50,60,Audax Italiano,0.1,1320
Julio César da Silva,Venezuela,LB,21,59,66,Caracas,0.425,1337
Luis David González,Venezuela,CAM,23,62,69,Caracas,0.8,1547
Christopher Lannert,Germany,LB,24,65,71,1860 München,1.1,1632
Rico Finnäs,Finland,LW,19,53,63,HJK,0.19,1398
Abdulaziz Damdam,Saudi Arabia,CAM,26,55,56,Al Batin,0.15,1513
Szymon Czyż,Poland,CF,20,64,74,Raków Częstochowa,1.3,1710
Steven Bradley,Scotland,LM,20,62,69,Livingston,0.8,1549
Joshua Laws,Australia,CDM,24,62,65,Wellington Phoenix,0.475,1502
Ben Williamson,Scotland,RB,17,52,71,Ross County,0.19,1303
Senne Ceulemans,Belgium,CAM,18,56,70,Beerschot,0.325,1403
David Devine,Scotland,CB,21,53,68,Motherwell,0.22,1211
Thijs Jansen,Netherlands,GK,20,60,73,Feyenoord,0.525,983
Enrico Dueñas,El Salvador,ST,21,61,71,FC Cartagena,0.725,1489
Nouri Cheung,Netherlands,CM,18,55,68,Vitesse,0.3,1552
Jonathan Ægidius,Denmark,GK,20,56,70,Brøndby,0.3,862
Shlomi Azulay,Israel,ST,30,65,65,Astra,0.7,1682
Max Murphy,Republic of Ireland,RB,21,55,61,Bohemians,0.19,1397
Alan Bonansea,Argentina,ST,24,63,67,Rosario Central,0.7,1448
Bryan González,Mexico,LM,18,61,72,Pachuca,0.7,1622
Jake Hollman,Australia,CAM,20,60,71,Macarthur,0.5,1676
Luis Felipe Hungria Martins,Brazil,CB,19,62,79,PSV,0.975,1453
Mathias Kjølø,Norway,CM,21,64,76,FC Twente,1.4,1732
Jiansheng Zhang,China PR,ST,22,51,58,Dalian Professional,0.12,1307
Alexandru Caia,Romania,RW,18,54,62,Botoşani,0.23,1400
Vishal Yadav,India,GK,20,52,66,Jamshedpur,0.17,875
Rodrigo Ramírez,Argentina,CDM,20,63,76,Arsenal de Sarandi,1.1,1587
Yani Van den Bossche,Belgium,CAM,20,60,74,Kortrijk,0.6,1517
Édgar Guerra,Colombia,RM,21,64,72,Millonarios,1.3,1448
Facundo Parada,Uruguay,CB,21,58,69,Rentistas,0.425,1228
Jake Giddings,England,CM,19,59,71,Crystal Palace,0.5,1552
Nahuel Acosta,Uruguay,CF,21,58,68,Rentistas,0.45,1411
Ramiro Cristóbal,Uruguay,CDM,26,68,71,River Plate,1.4,1581
Emiliano Villar,Uruguay,ST,22,66,73,Cerro Largo,1.8,1705
Thanawat Suengchitthawon,Thailand,CAM,22,59,68,Leicester City,0.5,1601
Jefferson F. Isidio,Brazil,LW,25,64,65,Gangwon,0.7,1678
Dor Jan,Israel,ST,27,64,64,Paços de Ferreira,0.625,1581
Ben Jones,England,GK,20,52,63,Tranmere Rovers,0.15,854
Manolo Portanova,Italy,CAM,22,69,80,Genoa,3.1,1814
Fabian Holst-Larsen,Norway,RB,17,56,75,Strømsgodset,0.35,1368
Kjetil Holand Tøsse,Norway,LB,23,51,57,Kristiansund,0.09,1299
Ryan Jones,England,LB,20,57,63,Bristol Rovers,0.24,1508
Akash Mishra,India,LB,20,61,70,Hyderabad,0.675,1541
Isaías Violante,Mexico,LM,17,61,72,Toluca,0.65,1571
Gonzalo Vega,Uruguay,CF,28,68,68,Nacional,1.2,1726
Khaled Dagriri,Saudi Arabia,RB,19,54,71,Al Faisaly,0.275,1350
Hamood Al Fadid,Saudi Arabia,ST,20,50,64,Al Faisaly,0.11,1277
Karim El Berkaoui,Morocco,CF,27,71,71,Al Raed,2,1794
Glan Martins,India,CM,28,55,56,ATK Mohun Bagan,0.12,1522
Mohammed Al Dhulayfi,Saudi Arabia,GK,21,51,63,Al Taawon,0.13,853
Mutair Al Zahrani,Saudi Arabia,RM,27,55,55,Abha,0.13,1440
Mansour Al Bishi,Saudi Arabia,CAM,22,54,60,Al Raed,0.17,1501
Sullivan Péan,France,GK,21,64,73,Caen,1.1,964
Jesse Daley,Australia,CM,24,59,63,Brisbane Roar,0.325,1610
Ibrahim Al Nakhli,Saudi Arabia,RB,25,58,63,Damac,0.275,1340
Steeve Eyango,France,CM,20,57,74,Genoa,0.425,1576
Mohammed Al Oufi,Saudi Arabia,LM,19,54,68,Al Adalah,0.24,1348
Awadh Al Nashri,Saudi Arabia,CDM,20,56,71,Al Ittihad,0.325,1384
Mohammed Al Ghamdi,Saudi Arabia,CB,28,59,59,Al Taawon,0.2,1485
Gaizka Ayesa Burgui,Spain,GK,20,66,80,Real Sociedad II,1.8,915
Fernando Román,Paraguay,LWB,23,67,73,Nacional Asunción,1.5,1645
Jon Mikel Magunagoitia Blasco,Spain,GK,19,57,70,SD Eibar,0.35,931
Mohammed Al Shammari,Saudi Arabia,GK,28,56,58,Al-Ain,0.12,866
Mohamed Nahiri,Morocco,RB,28,69,69,Al-Ain,1.3,1888
Hassan Al Harbi,Saudi Arabia,CB,25,60,65,Al-Ain,0.325,1385
Saeed Al Zahrani,Saudi Arabia,LM,25,57,60,Al-Ain,0.22,1442
Saeed Al Qarni,Saudi Arabia,CDM,31,58,58,Al-Ain,0.14,1533
Mohammed Fouad,Saudi Arabia,ST,30,57,57,Al-Ain,0.16,1440
Lewis Webb,Wales,GK,20,55,66,Swansea City,0.24,873
Malachi Linton,England,ST,19,52,66,Wycombe Wanderers,0.19,1235
Guy Melamed,Israel,ST,27,64,64,St. Johnstone,0.625,1584
Darren Lima Semedo,France,GK,18,58,75,Bordeaux,0.45,919
Adrián Vila,Uruguay,LW,18,54,71,Nacional,0.275,1388
Daniel Pavlev,Slovenia,RB,19,61,70,Chievo,0.675,1696
Abdulaziz Al Alawi,Saudi Arabia,LB,25,55,58,Al Adalah,0.15,1411
Mattias Mitku,Sweden,CAM,19,52,66,Djurgården,0.19,1347
Willads Delvin,Denmark,CAM,19,51,62,Lyngby,0.13,1282
Edin Omeragic,Switzerland,GK,20,54,68,Servette,0.23,833
Alexandru Duminică,Romania,CM,20,57,73,Astra,0.425,1527
Luke Robinson,Scotland,LB,20,58,60,Tranmere Rovers,0.24,1395
Costel Avram,Romania,CB,20,55,68,Chindia Târgovişte,0.275,1380
David Brăila,Romania,CF,18,60,82,Astra,0.775,1541
Kieran Ngwenya,Malawi,LB,18,55,74,Aberdeen,0.3,1397
Luis Gustavo Sánchez,Mexico,LB,21,58,66,Monterrey,0.425,1345
Daryl Meikle,Scotland,CM,19,51,67,Hamilton Academical,0.15,1437
Samir Lagsir,Netherlands,CAM,18,62,79,PEC Zwolle,1,1619
Nikolaj Moller,Sweden,ST,18,60,76,Viktoria Köln,0.625,1441
Harry Lee,England,GK,17,56,70,Exeter City,0.275,856
Antonio Zarzana Pérez,Spain,CAM,20,63,78,Marítimo,1.2,1475
Vegard Skeie,Norway,CB,19,52,69,Brann,0.19,1249
Ivan Mamut,Croatia,ST,25,63,68,FCSB,0.725,1614
Konrad Gutowski,Poland,RM,21,56,65,Podbeskidzie,0.325,1412
Vasile Mihai,Romania,CAM,24,57,62,Voluntari,0.25,1457
Ousmane Doumbia,Côte d'Ivoire,CDM,30,71,71,Lugano,1.6,1907
Ben Chalton,England,GK,17,53,71,Rochdale,0.21,915
Leonardo Zabala,Bolivia,CM,17,60,75,Bolivia,0,1586
Guimer Justiniano,Bolivia,CB,33,64,64,Blooming,0.275,1435
Ben McCormack,Republic of Ireland,CAM,19,57,67,St Patrick's,0.35,1603
Alex Valera,Peru,ST,26,72,74,Universitario,2.9,1689
Eric Ramírez,Venezuela,ST,23,67,74,Dynamo Kyiv,2.1,1575
Muamer Brajanac,Denmark,ST,19,55,65,Horsens,0.275,1391
Kyung Tae Lee,Korea Republic,GK,26,61,63,Kawasaki Frontale,0.3,870
Franko Kovačević,Croatia,RW,20,60,71,Cincinnati,0.55,1480
Lluis Tarrés Campos,Spain,GK,20,58,72,Almería,0.425,915
Santiago Mele,Uruguay,GK,24,71,76,Unión Santa Fe,2.3,1200
Lucas Silva Rodrigues,Brazil,RM,20,57,65,Plaza Colonia,0.35,1489
Jamie Timlin,England,ST,16,50,63,Tranmere Rovers,0.11,1262
Ethan Gouldbourne,England,CM,17,47,65,Tranmere Rovers,0.12,1322
Gillian Jurcher,Germany,ST,24,61,64,Waldhof Mannheim,0.45,1471
Mourad Batna,Morocco,RW,32,72,72,Al Fateh,1.9,1889
Saud Zaidan,Saudi Arabia,CM,22,59,68,Al Feiha,0.475,1605
Favio Cabral,Argentina,ST,19,57,73,Talleres Córdoba,0.425,1362
Ramiro Luna,Argentina,LW,25,60,61,Arsenal de Sarandi,0.3,1528
Ignacio Gariglio,Argentina,RB,24,64,71,Arsenal de Sarandi,1.1,1394
Tomás Marchiori,Argentina,GK,27,66,70,Atlético Tucumán,0.9,964
Brandon Pursall,England,CB,18,54,66,Plymouth Argyle,0.23,1270
Pablo Palacio,Argentina,RM,20,61,73,Unión Santa Fe,0.8,1538
Will Sutton,England,CB,18,58,70,Oldham Athletic,0.45,1346
Ismael Said Athuman González,Kenya,RB,25,65,70,Las Palmas,0.95,1498
CJ Cochran,United States,GK,28,53,54,Nashville SC,0.07,818
Beckham Sunderland,United States,GK,19,54,66,Cincinnati,0.22,850
Cole Kiernan,Republic of Ireland,ST,19,52,69,Bohemians,0.21,1315
Harry Green,England,CM,19,50,61,Middlesbrough,0.1,1452
Jack Hannah,England,CB,19,50,67,Middlesbrough,0.11,1207
Joe Ridley,England,ST,18,50,70,Middlesbrough,0.13,1262
Imam Jagne,Sweden,CDM,18,56,71,Mjällby,0.325,1530
Christian Torres,Mexico,ST,18,53,71,Los Angeles FC,0.24,1377
Jack Maher,United States,CB,22,65,73,Nashville SC,1.5,1421
Bradley Cross,South Africa,LB,20,57,70,Newcastle United,0.375,1378
Ignacio Lago,Argentina,LW,18,60,74,Talleres Córdoba,0.575,1475
Yonatan Irrazábal,Uruguay,GK,33,69,69,Rentistas,0.45,1003
Nicolás Rossi,Uruguay,GK,24,69,76,Defensor Sporting,2.4,936
Jamil Siebert,Germany,CB,20,66,77,Viktoria Köln,1.8,1509
Andrew Quinn,Republic of Ireland,CB,20,57,64,Shelbourne,0.3,1357
Jamie Wynne,Republic of Ireland,RM,18,51,63,Dundalk,0.14,1306
Val Adedokun,Republic of Ireland,LB,18,54,69,Brentford,0.24,1471
Mark Hanratty,Republic of Ireland,RM,18,53,62,Dundalk,0.2,1404
Mark Traynor,Republic of Ireland,CB,19,49,58,Dundalk,0.09,1164
Jimmy Corcoran,Republic of Ireland,GK,18,53,70,Dundalk,0.21,930
Jomar Gomes,Netherlands,GK,20,56,68,Sparta Rotterdam,0.3,890
Delano Vianello,Netherlands,CDM,19,58,71,Sparta Rotterdam,0.45,1403
Rohit Danu,India,ST,19,54,64,Hyderabad,0.23,1403
Orphé Mbina,Gabon,RW,19,58,71,Grenoble Foot 38,0.475,1423
Lalbiakhlua Jongte,India,GK,19,49,61,Hyderabad,0.1,831
Tim Köther,Germany,CM,21,59,67,Heidenheim,0.5,1578
Théo Leoni,Belgium,CDM,22,64,71,Anderlecht,1.2,1745
Lucas Cañizares Conchello,Spain,GK,20,62,78,Real Madrid,0.925,1034
